,Date,Open,High,Low,Close,Adj Close,Volume
1168,"May 12, 2016",51.24,51.24,51.24,51.24,46.88,-
1169,"May 11, 2016",51.28,51.28,51.28,51.28,46.92,-
1170,"May 10, 2016",51.77,51.77,51.77,51.77,47.37,-
1171,"May 09, 2016",51.14,51.14,51.14,51.14,46.79,-
1172,"May 06, 2016",51.09,51.09,51.09,51.09,46.75,-
1173,"May 05, 2016",50.91,50.91,50.91,50.91,46.58,-
1174,"May 04, 2016",50.95,50.95,50.95,50.95,46.62,-
1175,"May 03, 2016",51.25,51.25,51.25,51.25,46.89,-
1176,"May 02, 2016",51.76,51.76,51.76,51.76,47.36,-
1177,"Apr 29, 2016",51.36,51.36,51.36,51.36,46.99,-
1178,"Apr 28, 2016",51.63,51.63,51.63,51.63,47.24,-
1179,"Apr 27, 2016",52.12,52.12,52.12,52.12,47.69,-
1180,"Apr 26, 2016",52.01,52.01,52.01,52.01,47.59,-
1181,"Apr 25, 2016",51.86,51.86,51.86,51.86,47.45,-
1182,"Apr 22, 2016",51.99,51.99,51.99,51.99,47.57,-
1183,"Apr 21, 2016",51.90,51.90,51.90,51.90,47.49,-
1184,"Apr 20, 2016",52.17,52.17,52.17,52.17,47.73,-
1185,"Apr 19, 2016",52.13,52.13,52.13,52.13,47.70,-
1186,"Apr 18, 2016",51.97,51.97,51.97,51.97,47.55,-
1187,"Apr 15, 2016",51.64,51.64,51.64,51.64,47.25,-
1188,"Apr 14, 2016",51.66,51.66,51.66,51.66,47.27,-
1189,"Apr 13, 2016",51.67,51.67,51.67,51.67,47.28,-
1190,"Apr 12, 2016",51.07,51.07,51.07,51.07,46.73,-
1191,"Apr 11, 2016",50.58,50.58,50.58,50.58,46.28,-
1192,"Apr 08, 2016",50.73,50.73,50.73,50.73,46.42,-
1193,"Apr 07, 2016",50.57,50.57,50.57,50.57,46.27,-
1194,"Apr 06, 2016",51.19,51.19,51.19,51.19,46.84,-
1195,"Apr 05, 2016",50.62,50.62,50.62,50.62,46.32,-
1196,"Apr 04, 2016",51.14,51.14,51.14,51.14,46.79,-
1197,"Apr 01, 2016",51.33,51.33,51.33,51.33,46.97,-
1198,"Mar 31, 2016",51.03,51.03,51.03,51.03,46.69,-
1199,"Mar 30, 2016",51.08,51.08,51.08,51.08,46.74,-
1200,"Mar 29, 2016",50.88,50.88,50.88,50.88,46.55,-
1201,"Mar 28, 2016",50.33,50.33,50.33,50.33,46.05,-
1202,"Mar 24, 2016",50.30,50.30,50.30,50.30,46.02,-
1203,"Mar 23, 2016",50.29,50.29,50.29,50.29,46.01,-
1204,"Mar 22, 2016",50.71,50.71,50.71,50.71,46.40,-
1205,"Mar 21, 2016",50.73,50.73,50.73,50.73,46.42,-
1206,"Mar 18, 2016",50.69,50.69,50.69,50.69,46.38,-
1207,"Mar 17, 2016",50.44,50.44,50.44,50.44,46.15,-
1208,"Mar 16, 2016",50.06,50.06,50.06,50.06,45.80,-
1209,"Mar 15, 2016",49.75,49.75,49.75,49.75,45.52,-
1210,"Mar 14, 2016",49.94,49.94,49.94,49.94,45.69,-
1211,"Mar 11, 2016",50.25,50.25,50.25,50.25,45.76,-
1212,"Mar 10, 2016",49.38,49.38,49.38,49.38,44.97,-
1213,"Mar 09, 2016",49.42,49.42,49.42,49.42,45.01,-
1214,"Mar 08, 2016",49.16,49.16,49.16,49.16,44.77,-
1215,"Mar 07, 2016",49.81,49.81,49.81,49.81,45.36,-
1216,"Mar 04, 2016",49.70,49.70,49.70,49.70,45.26,-
1217,"Mar 03, 2016",49.52,49.52,49.52,49.52,45.10,-
1218,"Mar 02, 2016",49.28,49.28,49.28,49.28,44.88,-
1219,"Mar 01, 2016",49.02,49.02,49.02,49.02,44.64,-
1220,"Feb 29, 2016",47.90,47.90,47.90,47.90,43.62,-
1221,"Feb 26, 2016",48.25,48.25,48.25,48.25,43.94,-
1222,"Feb 25, 2016",48.26,48.26,48.26,48.26,43.95,-
1223,"Feb 24, 2016",47.72,47.72,47.72,47.72,43.46,-
1224,"Feb 23, 2016",47.48,47.48,47.48,47.48,43.24,-
1225,"Feb 22, 2016",48.05,48.05,48.05,48.05,43.76,-
1226,"Feb 19, 2016",47.37,47.37,47.37,47.37,43.14,-
1227,"Feb 18, 2016",47.34,47.34,47.34,47.34,43.11,-
1228,"Feb 17, 2016",47.56,47.56,47.56,47.56,43.31,-
1229,"Feb 16, 2016",46.77,46.77,46.77,46.77,42.59,-
1230,"Feb 12, 2016",45.94,45.94,45.94,45.94,41.84,-
1231,"Feb 11, 2016",45.05,45.05,45.05,45.05,41.03,-
1232,"Feb 10, 2016",45.61,45.61,45.61,45.61,41.54,-
1233,"Feb 09, 2016",45.59,45.59,45.59,45.59,41.52,-
1234,"Feb 08, 2016",45.65,45.65,45.65,45.65,41.57,-
1235,"Feb 05, 2016",46.38,46.38,46.38,46.38,42.24,-
1236,"Feb 04, 2016",47.34,47.34,47.34,47.34,43.11,-
1237,"Feb 03, 2016",47.21,47.21,47.21,47.21,43.00,-
1238,"Feb 02, 2016",46.97,46.97,46.97,46.97,42.78,-
1239,"Feb 01, 2016",47.90,47.90,47.90,47.90,43.62,-
1240,"Jan 29, 2016",47.92,47.92,47.92,47.92,43.64,-
1241,"Jan 28, 2016",46.71,46.71,46.71,46.71,42.54,-
1242,"Jan 27, 2016",46.52,46.52,46.52,46.52,42.37,-
1243,"Jan 26, 2016",47.05,47.05,47.05,47.05,42.85,-
1244,"Jan 25, 2016",46.34,46.34,46.34,46.34,42.20,-
1245,"Jan 22, 2016",47.13,47.13,47.13,47.13,42.92,-
1246,"Jan 21, 2016",46.16,46.16,46.16,46.16,42.04,-
1247,"Jan 20, 2016",45.96,45.96,45.96,45.96,41.86,-
1248,"Jan 19, 2016",46.42,46.42,46.42,46.42,42.28,-
1249,"Jan 15, 2016",46.49,46.49,46.49,46.49,42.34,-
1250,"Jan 14, 2016",47.49,47.49,47.49,47.49,43.25,-
1251,"Jan 13, 2016",46.74,46.74,46.74,46.74,42.57,-
1252,"Jan 12, 2016",47.99,47.99,47.99,47.99,43.71,-
1253,"Jan 11, 2016",47.66,47.66,47.66,47.66,43.40,-
1254,"Jan 08, 2016",47.68,47.68,47.68,47.68,43.42,-
1255,"Jan 07, 2016",48.23,48.23,48.23,48.23,43.92,-
1256,"Jan 06, 2016",49.43,49.43,49.43,49.43,45.02,-
1257,"Jan 05, 2016",50.10,50.10,50.10,50.10,45.63,-
1258,"Jan 04, 2016",50.01,50.01,50.01,50.01,45.55,-
1259,"Dec 31, 2015",50.79,50.79,50.79,50.79,46.26,-
1260,"Dec 30, 2015",51.26,51.26,51.26,51.26,46.68,-
1261,"Dec 29, 2015",51.64,51.64,51.64,51.64,47.03,-
1262,"Dec 28, 2015",51.10,51.10,51.10,51.10,46.54,-
1263,"Dec 24, 2015",51.23,51.23,51.23,51.23,46.66,-
1264,"Dec 23, 2015",51.29,51.29,51.29,51.29,46.71,-
1265,"Dec 22, 2015",50.64,50.64,50.64,50.64,46.12,-
1266,"Dec 21, 2015",50.20,50.20,50.20,50.20,45.72,-
1267,"Dec 18, 2015",49.83,49.83,49.83,49.83,45.38,-
1268,"Dec 17, 2015",50.96,50.96,50.96,50.96,46.15,-
1269,"Dec 16, 2015",51.71,51.71,51.71,51.71,46.83,-
1270,"Dec 15, 2015",50.96,50.96,50.96,50.96,46.15,-
1271,"Dec 14, 2015",50.40,50.40,50.40,50.40,45.65,-
1272,"Dec 11, 2015",50.26,50.26,50.26,50.26,45.52,-
1273,"Dec 10, 2015",51.25,51.25,51.25,51.25,46.42,-
1274,"Dec 09, 2015",51.12,51.12,51.12,51.12,46.30,-
1275,"Dec 08, 2015",51.54,51.54,51.54,51.54,46.68,-
1276,"Dec 07, 2015",51.86,51.86,51.86,51.86,46.97,-
1277,"Dec 04, 2015",52.29,52.29,52.29,52.29,47.36,-
1278,"Dec 03, 2015",51.33,51.33,51.33,51.33,46.49,-
1279,"Dec 02, 2015",52.10,52.10,52.10,52.10,47.18,-
1280,"Dec 01, 2015",52.66,52.66,52.66,52.66,47.69,-
1281,"Nov 30, 2015",52.14,52.14,52.14,52.14,47.22,-
1282,"Nov 27, 2015",52.38,52.38,52.38,52.38,47.44,-
1283,"Nov 25, 2015",52.31,52.31,52.31,52.31,47.38,-
1284,"Nov 24, 2015",52.26,52.26,52.26,52.26,47.33,-
1285,"Nov 23, 2015",52.16,52.16,52.16,52.16,47.24,-
1286,"Nov 20, 2015",52.18,52.18,52.18,52.18,47.26,-
1287,"Nov 19, 2015",51.97,51.97,51.97,51.97,47.07,-
1288,"Nov 18, 2015",52.04,52.04,52.04,52.04,47.13,-
1289,"Nov 17, 2015",51.21,51.21,51.21,51.21,46.38,-
1290,"Nov 16, 2015",51.27,51.27,51.27,51.27,46.43,-
1291,"Nov 13, 2015",50.56,50.56,50.56,50.56,45.79,-
1292,"Nov 12, 2015",51.09,51.09,51.09,51.09,46.27,-
1293,"Nov 11, 2015",51.85,51.85,51.85,51.85,46.96,-
1294,"Nov 10, 2015",52.06,52.06,52.06,52.06,47.15,-
1295,"Nov 09, 2015",51.96,51.96,51.96,51.96,47.06,-
1296,"Nov 06, 2015",52.47,52.47,52.47,52.47,47.52,-
1297,"Nov 05, 2015",52.46,52.46,52.46,52.46,47.51,-
1298,"Nov 04, 2015",52.51,52.51,52.51,52.51,47.56,-
1299,"Nov 03, 2015",52.66,52.66,52.66,52.66,47.69,-
1300,"Nov 02, 2015",52.52,52.52,52.52,52.52,47.57,-
1301,"Oct 30, 2015",51.85,51.85,51.85,51.85,46.96,-
1302,"Oct 29, 2015",52.07,52.07,52.07,52.07,47.16,-
1303,"Oct 28, 2015",52.15,52.15,52.15,52.15,47.23,-
1304,"Oct 27, 2015",51.44,51.44,51.44,51.44,46.59,-
1305,"Oct 26, 2015",51.63,51.63,51.63,51.63,46.76,-
1306,"Oct 23, 2015",51.74,51.74,51.74,51.74,46.86,-
1307,"Oct 22, 2015",51.22,51.22,51.22,51.22,46.39,-
1308,"Oct 21, 2015",50.46,50.46,50.46,50.46,45.70,-
1309,"Oct 20, 2015",50.83,50.83,50.83,50.83,46.03,-
1310,"Oct 19, 2015",50.90,50.90,50.90,50.90,46.10,-
1311,"Oct 16, 2015",50.87,50.87,50.87,50.87,46.07,-
1312,"Oct 15, 2015",50.69,50.69,50.69,50.69,45.91,-
1313,"Oct 14, 2015",49.92,49.92,49.92,49.92,45.21,-
1314,"Oct 13, 2015",50.17,50.17,50.17,50.17,45.44,-
1315,"Oct 12, 2015",50.55,50.55,50.55,50.55,45.78,-
1316,"Oct 09, 2015",50.52,50.52,50.52,50.52,45.75,-
1317,"Oct 08, 2015",50.47,50.47,50.47,50.47,45.71,-
1318,"Oct 07, 2015",50.03,50.03,50.03,50.03,45.31,-
1319,"Oct 06, 2015",49.56,49.56,49.56,49.56,44.88,-
1320,"Oct 05, 2015",49.77,49.77,49.77,49.77,45.07,-
1321,"Oct 02, 2015",48.86,48.86,48.86,48.86,44.25,-
1322,"Oct 01, 2015",48.14,48.14,48.14,48.14,43.60,-
1323,"Sep 30, 2015",48.07,48.07,48.07,48.07,43.54,-
1324,"Sep 29, 2015",47.19,47.19,47.19,47.19,42.74,-
1325,"Sep 28, 2015",47.18,47.18,47.18,47.18,42.73,-
1326,"Sep 25, 2015",48.46,48.46,48.46,48.46,43.89,-
1327,"Sep 24, 2015",48.56,48.56,48.56,48.56,43.98,-
1328,"Sep 23, 2015",48.99,48.99,48.99,48.99,44.14,-
1329,"Sep 22, 2015",49.11,49.11,49.11,49.11,44.25,-
1330,"Sep 21, 2015",49.75,49.75,49.75,49.75,44.83,-
1331,"Sep 18, 2015",49.57,49.57,49.57,49.57,44.67,-
1332,"Sep 17, 2015",50.37,50.37,50.37,50.37,45.39,-
1333,"Sep 16, 2015",50.44,50.44,50.44,50.44,45.45,-
1334,"Sep 15, 2015",50.00,50.00,50.00,50.00,45.05,-
1335,"Sep 14, 2015",49.39,49.39,49.39,49.39,44.51,-
1336,"Sep 11, 2015",49.58,49.58,49.58,49.58,44.68,-
1337,"Sep 10, 2015",49.35,49.35,49.35,49.35,44.47,-
1338,"Sep 09, 2015",49.11,49.11,49.11,49.11,44.25,-
1339,"Sep 08, 2015",49.77,49.77,49.77,49.77,44.85,-
1340,"Sep 04, 2015",48.57,48.57,48.57,48.57,43.77,-
1341,"Sep 03, 2015",49.27,49.27,49.27,49.27,44.40,-
1342,"Sep 02, 2015",49.21,49.21,49.21,49.21,44.34,-
1343,"Sep 01, 2015",48.34,48.34,48.34,48.34,43.56,-
1344,"Aug 31, 2015",49.78,49.78,49.78,49.78,44.86,-
1345,"Aug 28, 2015",50.17,50.17,50.17,50.17,45.21,-
1346,"Aug 27, 2015",50.07,50.07,50.07,50.07,45.12,-
1347,"Aug 26, 2015",48.89,48.89,48.89,48.89,44.05,-
1348,"Aug 25, 2015",47.17,47.17,47.17,47.17,42.50,-
1349,"Aug 24, 2015",47.76,47.76,47.76,47.76,43.04,-
1350,"Aug 21, 2015",49.72,49.72,49.72,49.72,44.80,-
1351,"Aug 20, 2015",51.22,51.22,51.22,51.22,46.15,-
1352,"Aug 19, 2015",52.37,52.37,52.37,52.37,47.19,-
1353,"Aug 18, 2015",52.82,52.82,52.82,52.82,47.60,-
1354,"Aug 17, 2015",52.98,52.98,52.98,52.98,47.74,-
1355,"Aug 14, 2015",52.65,52.65,52.65,52.65,47.44,-
1356,"Aug 13, 2015",52.43,52.43,52.43,52.43,47.24,-
1357,"Aug 12, 2015",52.49,52.49,52.49,52.49,47.30,-
1358,"Aug 11, 2015",52.45,52.45,52.45,52.45,47.26,-
1359,"Aug 10, 2015",52.94,52.94,52.94,52.94,47.70,-
1360,"Aug 07, 2015",52.27,52.27,52.27,52.27,47.10,-
1361,"Aug 06, 2015",52.43,52.43,52.43,52.43,47.24,-
1362,"Aug 05, 2015",52.87,52.87,52.87,52.87,47.64,-
1363,"Aug 04, 2015",52.68,52.68,52.68,52.68,47.47,-
1364,"Aug 03, 2015",52.79,52.79,52.79,52.79,47.57,-
1365,"Jul 31, 2015",52.96,52.96,52.96,52.96,47.72,-
1366,"Jul 30, 2015",53.02,53.02,53.02,53.02,47.78,-
1367,"Jul 29, 2015",52.99,52.99,52.99,52.99,47.75,-
1368,"Jul 28, 2015",52.61,52.61,52.61,52.61,47.41,-
1369,"Jul 27, 2015",51.98,51.98,51.98,51.98,46.84,-
1370,"Jul 24, 2015",52.32,52.32,52.32,52.32,47.15,-
1371,"Jul 23, 2015",52.90,52.90,52.90,52.90,47.67,-
1372,"Jul 22, 2015",53.21,53.21,53.21,53.21,47.95,-
1373,"Jul 21, 2015",53.29,53.29,53.29,53.29,48.02,-
1374,"Jul 20, 2015",53.53,53.53,53.53,53.53,48.24,-
1375,"Jul 17, 2015",53.53,53.53,53.53,53.53,48.24,-
1376,"Jul 16, 2015",53.52,53.52,53.52,53.52,48.23,-
1377,"Jul 15, 2015",53.13,53.13,53.13,53.13,47.88,-
1378,"Jul 14, 2015",53.22,53.22,53.22,53.22,47.96,-
1379,"Jul 13, 2015",52.97,52.97,52.97,52.97,47.73,-
1380,"Jul 10, 2015",52.40,52.40,52.40,52.40,47.22,-
1381,"Jul 09, 2015",51.76,51.76,51.76,51.76,46.64,-
1382,"Jul 08, 2015",51.63,51.63,51.63,51.63,46.52,-
1383,"Jul 07, 2015",52.50,52.50,52.50,52.50,47.31,-
1384,"Jul 06, 2015",52.21,52.21,52.21,52.21,47.05,-
1385,"Jul 02, 2015",52.39,52.39,52.39,52.39,47.21,-
1386,"Jul 01, 2015",52.44,52.44,52.44,52.44,47.25,-
1387,"Jun 30, 2015",52.10,52.10,52.10,52.10,46.95,-
1388,"Jun 29, 2015",51.93,51.93,51.93,51.93,46.79,-
1389,"Jun 26, 2015",53.06,53.06,53.06,53.06,47.81,-
1390,"Jun 25, 2015",53.08,53.08,53.08,53.08,47.83,-
1391,"Jun 24, 2015",53.46,53.46,53.46,53.46,47.97,-
1392,"Jun 23, 2015",53.89,53.89,53.89,53.89,48.35,-
1393,"Jun 22, 2015",53.83,53.83,53.83,53.83,48.30,-
1394,"Jun 19, 2015",53.52,53.52,53.52,53.52,48.02,-
1395,"Jun 18, 2015",53.77,53.77,53.77,53.77,48.25,-
1396,"Jun 17, 2015",53.23,53.23,53.23,53.23,47.76,-
1397,"Jun 16, 2015",53.14,53.14,53.14,53.14,47.68,-
1398,"Jun 15, 2015",52.84,52.84,52.84,52.84,47.41,-
1399,"Jun 12, 2015",53.08,53.08,53.08,53.08,47.63,-
1400,"Jun 11, 2015",53.42,53.42,53.42,53.42,47.93,-
1401,"Jun 10, 2015",53.30,53.30,53.30,53.30,47.82,-
1402,"Jun 09, 2015",52.67,52.67,52.67,52.67,47.26,-
1403,"Jun 08, 2015",52.67,52.67,52.67,52.67,47.26,-
1404,"Jun 05, 2015",53.01,53.01,53.01,53.01,47.56,-
1405,"Jun 04, 2015",53.02,53.02,53.02,53.02,47.57,-
1406,"Jun 03, 2015",53.48,53.48,53.48,53.48,47.99,-
1407,"Jun 02, 2015",53.31,53.31,53.31,53.31,47.83,-
1408,"Jun 01, 2015",53.34,53.34,53.34,53.34,47.86,-
1409,"May 29, 2015",53.23,53.23,53.23,53.23,47.76,-
1410,"May 28, 2015",53.56,53.56,53.56,53.56,48.06,-
1411,"May 27, 2015",53.61,53.61,53.61,53.61,48.10,-
1412,"May 26, 2015",53.12,53.12,53.12,53.12,47.66,-
1413,"May 22, 2015",53.67,53.67,53.67,53.67,48.16,-
1414,"May 21, 2015",53.78,53.78,53.78,53.78,48.25,-
1415,"May 20, 2015",53.66,53.66,53.66,53.66,48.15,-
1416,"May 19, 2015",53.69,53.69,53.69,53.69,48.17,-
1417,"May 18, 2015",53.73,53.73,53.73,53.73,48.21,-
1418,"May 15, 2015",53.51,53.51,53.51,53.51,48.01,-
1419,"May 14, 2015",53.46,53.46,53.46,53.46,47.97,-
1420,"May 13, 2015",52.90,52.90,52.90,52.90,47.46,-
1421,"May 12, 2015",52.91,52.91,52.91,52.91,47.47,-
1422,"May 11, 2015",53.05,53.05,53.05,53.05,47.60,-
1423,"May 08, 2015",53.27,53.27,53.27,53.27,47.80,-
1424,"May 07, 2015",52.61,52.61,52.61,52.61,47.20,-
1425,"May 06, 2015",52.39,52.39,52.39,52.39,47.01,-
1426,"May 05, 2015",52.55,52.55,52.55,52.55,47.15,-
1427,"May 04, 2015",53.20,53.20,53.20,53.20,47.73,-
1428,"May 01, 2015",53.04,53.04,53.04,53.04,47.59,-
1429,"Apr 30, 2015",52.50,52.50,52.50,52.50,47.11,-
1430,"Apr 29, 2015",53.09,53.09,53.09,53.09,47.64,-
1431,"Apr 28, 2015",53.32,53.32,53.32,53.32,47.84,-
1432,"Apr 27, 2015",53.18,53.18,53.18,53.18,47.72,-
1433,"Apr 24, 2015",53.46,53.46,53.46,53.46,47.97,-
1434,"Apr 23, 2015",53.40,53.40,53.40,53.40,47.91,-
1435,"Apr 22, 2015",53.25,53.25,53.25,53.25,47.78,-
1436,"Apr 21, 2015",53.01,53.01,53.01,53.01,47.56,-
1437,"Apr 20, 2015",53.06,53.06,53.06,53.06,47.61,-
1438,"Apr 17, 2015",52.59,52.59,52.59,52.59,47.19,-
1439,"Apr 16, 2015",53.22,53.22,53.22,53.22,47.75,-
1440,"Apr 15, 2015",53.26,53.26,53.26,53.26,47.79,-
1441,"Apr 14, 2015",52.97,52.97,52.97,52.97,47.53,-
1442,"Apr 13, 2015",52.90,52.90,52.90,52.90,47.46,-
1443,"Apr 10, 2015",53.11,53.11,53.11,53.11,47.65,-
1444,"Apr 09, 2015",52.85,52.85,52.85,52.85,47.42,-
1445,"Apr 08, 2015",52.67,52.67,52.67,52.67,47.26,-
1446,"Apr 07, 2015",52.48,52.48,52.48,52.48,47.09,-
1447,"Apr 06, 2015",52.62,52.62,52.62,52.62,47.21,-
1448,"Apr 02, 2015",52.28,52.28,52.28,52.28,46.91,-
1449,"Apr 01, 2015",52.09,52.09,52.09,52.09,46.74,-
1450,"Mar 31, 2015",52.28,52.28,52.28,52.28,46.91,-
1451,"Mar 30, 2015",52.69,52.69,52.69,52.69,47.28,-
